id,type,verb,tense,sentence,answer,hint,options,translation
79_3,3,necesitar,fut,Mañana nosotros ___.,necesitaremos,,necesitará|necesitábamos|necesitaremos|necesitarán,내일 우리는 [할 거예요].
80_1,1,beber,pres,Ahora yo *bebo*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 나는 [해요/있어요].
80_2,2,beber,pres,Ahora yo ___.,bebo,,,지금 나는 [해요/있어요].
80_3,3,beber,pres,Ahora yo ___.,bebo,,bebes|bebo|bebería|bebes,지금 나는 [해요/있어요].
81_1,1,beber,indef,Ayer nosotros *bebimos*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 우리는 [했어요/있었어요].
81_2,2,beber,indef,Ayer nosotros ___.,bebimos,,,어제 우리는 [했어요/있었어요].
81_3,3,beber,indef,Ayer nosotros ___.,bebimos,,bebiste|bebimos|hemos bebido|bebí,어제 우리는 [했어요/있었어요].
82_1,1,beber,fut,Mañana yo *beberé*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 나는 [할 거예요].
82_2,2,beber,fut,Mañana yo ___.,beberé,,,내일 나는 [할 거예요].
82_3,3,beber,fut,Mañana yo ___.,beberé,,beberá|beberemos|beberé|bebiera,내일 나는 [할 거예요].
83_1,1,aprender,pres,Ahora él *aprende*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그는 [해요/있어요].
83_2,2,aprender,pres,Ahora él ___.,aprende,,,지금 그는 [해요/있어요].
83_3,3,aprender,pres,Ahora él ___.,aprende,,aprendemos|aprenderá|aprendemos|aprende,지금 그는 [해요/있어요].
84_1,1,aprender,indef,Ayer tú *aprendiste*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 너는 [했어요/있었어요].
84_2,2,aprender,indef,Ayer tú ___.,aprendiste,,,어제 너는 [했어요/있었어요].
84_3,3,aprender,indef,Ayer tú ___.,aprendiste,,aprendías|aprendí|aprendimos|aprendiste,어제 너는 [했어요/있었어요].
85_1,1,aprender,fut,Mañana yo *aprenderé*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 나는 [할 거예요].
85_2,2,aprender,fut,Mañana yo ___.,aprenderé,,,내일 나는 [할 거예요].
85_3,3,aprender,fut,Mañana yo ___.,aprenderé,,aprenderé|aprenderá|aprenderemos|aprendía,내일 나는 [할 거예요].
86_1,1,vender,pres,Ahora tú *vendes*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 너는 [해요/있어요].
86_2,2,vender,pres,Ahora tú ___.,vendes,,,지금 너는 [해요/있어요].
86_3,3,vender,pres,Ahora tú ___.,vendes,,venden|venderás|venden|vendes,지금 너는 [해요/있어요].
87_1,1,vender,indef,Ayer ellos *vendieron*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그들은 [했어요/있었어요].
87_2,2,vender,indef,Ayer ellos ___.,vendieron,,,어제 그들은 [했어요/있었어요].
87_3,3,vender,indef,Ayer ellos ___.,vendieron,,vendí|han vendido|vendieron|vendí,어제 그들은 [했어요/있었어요].
88_1,1,vender,fut,Mañana ellos *venderán*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그들은 [할 거예요].
88_2,2,vender,fut,Mañana ellos ___.,venderán,,,내일 그들은 [할 거예요].
88_3,3,vender,fut,Mañana ellos ___.,venderán,,venderás|venderemos|venden|venderán,내일 그들은 [할 거예요].
89_1,1,comprender,pres,Ahora tú *comprendes*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 너는 [해요/있어요].
89_2,2,comprender,pres,Ahora tú ___.,comprendes,,,지금 너는 [해요/있어요].
89_3,3,comprender,pres,Ahora tú ___.,comprendes,,comprendes|comprenden|comprenderás|comprende,지금 너는 [해요/있어요].
90_1,1,comprender,indef,Ayer nosotros *comprendimos*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 우리는 [했어요/있었어요].
90_2,2,comprender,indef,Ayer nosotros ___.,comprendimos,,,어제 우리는 [했어요/있었어요].
90_3,3,comprender,indef,Ayer nosotros ___.,comprendimos,,comprendimos|comprendieron|comprendió|comprendíamos,어제 우리는 [했어요/있었어요].
91_1,1,comprender,fut,Mañana yo *comprenderé*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 나는 [할 거예요].
91_2,2,comprender,fut,Mañana yo ___.,comprenderé,,,내일 나는 [할 거예요].
91_3,3,comprender,fut,Mañana yo ___.,comprenderé,,comprendí|comprenderé|comprenderás|comprenderemos,내일 나는 [할 거예요].
92_1,1,subir,pres,Ahora tú *subes*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 너는 [해요/있어요].
92_2,2,subir,pres,Ahora tú ___.,subes,,,지금 너는 [해요/있어요].
92_3,3,subir,pres,Ahora tú ___.,subes,,suben|subías|sube|subes,지금 너는 [해요/있어요].
93_1,1,subir,indef,Ayer él *subió*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그는 [했어요/있었어요].
93_2,2,subir,indef,Ayer él ___.,subió,,,어제 그는 [했어요/있었어요].
93_3,3,subir,indef,Ayer él ___.,subió,,sube|subió|subiste|subiste,어제 그는 [했어요/있었어요].
94_1,1,subir,fut,Mañana tú *subirás*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 너는 [할 거예요].
94_2,2,subir,fut,Mañana tú ___.,subirás,,,내일 너는 [할 거예요].
94_3,3,subir,fut,Mañana tú ___.,subirás,,subirías|subiremos|subirá|subirás,내일 너는 [할 거예요].
95_1,1,permitir,pres,Ahora ellos *permiten*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그들은 [해요/있어요].
95_2,2,permitir,pres,Ahora ellos ___.,permiten,,,지금 그들은 [해요/있어요].
95_3,3,permitir,pres,Ahora ellos ___.,permiten,,permiten|permitieran|permite|permito,지금 그들은 [해요/있어요].
96_1,1,permitir,indef,Ayer él *permitió*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그는 [했어요/있었어요].
96_2,2,permitir,indef,Ayer él ___.,permitió,,,어제 그는 [했어요/있었어요].
96_3,3,permitir,indef,Ayer él ___.,permitió,,permitió|permitirá|permitieron|permitiste,어제 그는 [했어요/있었어요].
97_1,1,permitir,fut,Mañana nosotros *permitiremos*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 우리는 [할 거예요].
97_2,2,permitir,fut,Mañana nosotros ___.,permitiremos,,,내일 우리는 [할 거예요].
97_3,3,permitir,fut,Mañana nosotros ___.,permitiremos,,permitiremos|permitiríamos|permitiré|permitirán,내일 우리는 [할 거예요].
98_1,1,escribir,pres,nosotros *escribamos* una carta.,현재,,현재|단순과거|불완료과거|미래|현재완료,우리는 편지를 [써요].
98_2,2,escribir,pres,nosotros ___ una carta.,escribamos,,,우리는 편지를 [써요].
98_3,3,escribir,pres,nosotros ___ una carta.,escribamos,,escribiéramos|escribamos|escriba|escribo,우리는 편지를 [써요].
99_1,1,escribir,perf,Ya él *ha escrito* el libro.,현재완료,,현재|단순과거|불완료과거|미래|현재완료,이미 그는 그 책을 [썼어요].
99_2,2,escribir,perf,Ya él ___ el libro.,ha escrito,,,이미 그는 그 책을 [썼어요].
99_3,3,escribir,perf,Ya él ___ el libro.,ha escrito,,ha escrito|he escrito|has escrito|escribirá,이미 그는 그 책을 [썼어요].
100_1,1,responder,pres,Ahora ellos *responden*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그들은 [해요/있어요].
100_2,2,responder,pres,Ahora ellos ___.,responden,,,지금 그들은 [해요/있어요].
100_3,3,responder,pres,Ahora ellos ___.,responden,,respondes|responden|responde|han respondido,지금 그들은 [해요/있어요].
101_1,1,responder,indef,Ayer yo *respondí*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 나는 [했어요/있었어요].
101_2,2,responder,indef,Ayer yo ___.,respondí,,,어제 나는 [했어요/있었어요].
101_3,3,responder,indef,Ayer yo ___.,respondí,,respondieron|respondía|respondí|respondiste,어제 나는 [했어요/있었어요].
102_1,1,responder,fut,Mañana yo *responderé*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 나는 [할 거예요].
102_2,2,responder,fut,Mañana yo ___.,responderé,,,내일 나는 [할 거예요].
102_3,3,responder,fut,Mañana yo ___.,responderé,,responderás|he respondido|responderé|responderán,내일 나는 [할 거예요].
103_1,1,dormir,pres,nosotros *dormimos* mucho.,현재,,현재|단순과거|불완료과거|미래|현재완료,우리는 많이 [자요].
103_2,2,dormir,pres,nosotros ___ mucho.,dormimos,,,우리는 많이 [자요].
103_3,3,dormir,pres,nosotros ___ mucho.,dormimos,,dormiremos|duermen|dormimos|duermo,우리는 많이 [자요].
104_1,1,dormir,indef,Anoche nosotros *dormimos* bien.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어젯밤 우리는 잘 [잤어요].
104_2,2,dormir,indef,Anoche nosotros ___ bien.,dormimos,,,어젯밤 우리는 잘 [잤어요].
104_3,3,dormir,indef,Anoche nosotros ___ bien.,dormimos,,dormimos|durmieron|durmió|dormiríamos,어젯밤 우리는 잘 [잤어요].
105_1,1,pedir,pres,Ahora ellos *piden*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그들은 [해요/있어요].
105_2,2,pedir,pres,Ahora ellos ___.,piden,,,지금 그들은 [해요/있어요].
105_3,3,pedir,pres,Ahora ellos ___.,piden,,pedirán|pides|pide|piden,지금 그들은 [해요/있어요].
106_1,1,pedir,indef,Ayer tú *pediste*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 너는 [했어요/있었어요].
106_2,2,pedir,indef,Ayer tú ___.,pediste,,,어제 너는 [했어요/있었어요].
106_3,3,pedir,indef,Ayer tú ___.,pediste,,pedirás|pidieron|pedimos|pediste,어제 너는 [했어요/있었어요].
107_1,1,pedir,fut,Mañana ellos *pedirán*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그들은 [할 거예요].
107_2,2,pedir,fut,Mañana ellos ___.,pedirán,,,내일 그들은 [할 거예요].
107_3,3,pedir,fut,Mañana ellos ___.,pedirán,,pedirán|pedirá|pedían|pedirá,내일 그들은 [할 거예요].
108_1,1,empezar,pres,Ahora tú *empiezas*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 너는 [해요/있어요].
108_2,2,empezar,pres,Ahora tú ___.,empiezas,,,지금 너는 [해요/있어요].
108_3,3,empezar,pres,Ahora tú ___.,empiezas,,empieza|empiezas|empieza|empezarás,지금 너는 [해요/있어요].
109_1,1,empezar,indef,Ayer yo *empecé*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 나는 [했어요/있었어요].
109_2,2,empezar,indef,Ayer yo ___.,empecé,,,어제 나는 [했어요/있었어요].
109_3,3,empezar,indef,Ayer yo ___.,empecé,,empecé|empezó|empezara|empezaron,어제 나는 [했어요/있었어요].
110_1,1,empezar,fut,Mañana yo *empezaré*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 나는 [할 거예요].
110_2,2,empezar,fut,Mañana yo ___.,empezaré,,,내일 나는 [할 거예요].
110_3,3,empezar,fut,Mañana yo ___.,empezaré,,empezaré|empezarás|empezará|empecé,내일 나는 [할 거예요].
111_1,1,leer,pres,ellos *leen* el periódico.,현재,,현재|단순과거|불완료과거|미래|현재완료,그들은 신문을 [읽어요].
111_2,2,leer,pres,ellos ___ el periódico.,leen,,,그들은 신문을 [읽어요].
111_3,3,leer,pres,ellos ___ el periódico.,leen,,leo|leen|lean|leo,그들은 신문을 [읽어요].
112_1,1,leer,indef,Ayer él *leyó* un poema.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그는 시를 [읽었어요].
112_2,2,leer,indef,Ayer él ___ un poema.,leyó,,,어제 그는 시를 [읽었어요].
112_3,3,leer,indef,Ayer él ___ un poema.,leyó,,leiste|leyeron|leyó|leería,어제 그는 시를 [읽었어요].
113_1,1,conducir,pres,Ahora ellos *conducen*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그들은 [해요/있어요].
113_2,2,conducir,pres,Ahora ellos ___.,conducen,,,지금 그들은 [해요/있어요].
113_3,3,conducir,pres,Ahora ellos ___.,conducen,,conduces|conducen|conduce|han conducido,지금 그들은 [해요/있어요].
114_1,1,conducir,indef,Ayer tú *condujiste*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 너는 [했어요/있었어요].
114_2,2,conducir,indef,Ayer tú ___.,condujiste,,,어제 너는 [했어요/있었어요].
114_3,3,conducir,indef,Ayer tú ___.,condujiste,,condujiste|condujeras|condujimos|condujeron,어제 너는 [했어요/있었어요].
115_1,1,conducir,fut,Mañana él *conducirá*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그는 [할 거예요].
115_2,2,conducir,fut,Mañana él ___.,conducirá,,,내일 그는 [할 거예요].
115_3,3,conducir,fut,Mañana él ___.,conducirá,,condujo|conduciremos|conducirá|conducirás,내일 그는 [할 거예요].
116_1,1,valer,pres,Ahora tú *vales*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 너는 [해요/있어요].
116_2,2,valer,pres,Ahora tú ___.,vales,,,지금 너는 [해요/있어요].
116_3,3,valer,pres,Ahora tú ___.,vales,,valdrás|vales|valemos|valen,지금 너는 [해요/있어요].
117_1,1,valer,indef,Ayer él *valió*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그는 [했어요/있었어요].
117_2,2,valer,indef,Ayer él ___.,valió,,,어제 그는 [했어요/있었어요].
117_3,3,valer,indef,Ayer él ___.,valió,,valieron|valdrá|valió|valimos,어제 그는 [했어요/있었어요].
118_1,1,valer,fut,Mañana tú *valdrás*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 너는 [할 거예요].
118_2,2,valer,fut,Mañana tú ___.,valdrás,,,내일 너는 [할 거예요].
118_3,3,valer,fut,Mañana tú ___.,valdrás,,valdrás|valdrá|valdrán|valdrías,내일 너는 [할 거예요].
119_1,1,pagar,pres,él *paga* la cuenta.,현재,,현재|단순과거|불완료과거|미래|현재완료,그는 계산을 [해요].
119_2,2,pagar,pres,él ___ la cuenta.,paga,,,그는 계산을 [해요].
119_3,3,pagar,pres,él ___ la cuenta.,paga,,pagaría|pagas|pagan|paga,그는 계산을 [해요].
120_1,1,pagar,indef,Ayer ellos *pagaron* con tarjeta.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그들은 카드로 결제 [했어요].
120_2,2,pagar,indef,Ayer ellos ___ con tarjeta.,pagaron,,,어제 그들은 카드로 결제 [했어요].
120_3,3,pagar,indef,Ayer ellos ___ con tarjeta.,pagaron,,pagó|pagaban|pagaste|pagaron,어제 그들은 카드로 결제 [했어요].
121_1,1,buscar,pres,yo *busco* las llaves.,현재,,현재|단순과거|불완료과거|미래|현재완료,나는 열쇠를 [찾아요].
121_2,2,buscar,pres,yo ___ las llaves.,busco,,,나는 열쇠를 [찾아요].
121_3,3,buscar,pres,yo ___ las llaves.,busco,,busca|busca|busco|buscaré,나는 열쇠를 [찾아요].
122_1,1,buscar,indef,Ayer ellos *buscaron* trabajo.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그들은 일자리를 구 [했어요].
122_2,2,buscar,indef,Ayer ellos ___ trabajo.,buscaron,,,어제 그들은 일자리를 구 [했어요].
122_3,3,buscar,indef,Ayer ellos ___ trabajo.,buscaron,,buscó|buscaron|buscarían|buscamos,어제 그들은 일자리를 구 [했어요].
123_1,1,dejar,pres,Ahora él *deja*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그는 [해요/있어요].
123_2,2,dejar,pres,Ahora él ___.,deja,,,지금 그는 [해요/있어요].
123_3,3,dejar,pres,Ahora él ___.,deja,,dejará|dejo|dejan|deja,지금 그는 [해요/있어요].
124_1,1,dejar,indef,Ayer él *dejó*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그는 [했어요/있었어요].
124_2,2,dejar,indef,Ayer él ___.,dejó,,,어제 그는 [했어요/있었어요].
124_3,3,dejar,indef,Ayer él ___.,dejó,,deje|dejó|dejaron|dejaste,어제 그는 [했어요/있었어요].
125_1,1,dejar,fut,Mañana tú *dejarás*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 너는 [할 거예요].
125_2,2,dejar,fut,Mañana tú ___.,dejarás,,,내일 너는 [할 거예요].
125_3,3,dejar,fut,Mañana tú ___.,dejarás,,dejarán|dejarás|dejes|dejarán,내일 너는 [할 거예요].
126_1,1,quedar,pres,Ahora ellos *quedan*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그들은 [해요/있어요].
126_2,2,quedar,pres,Ahora ellos ___.,quedan,,,지금 그들은 [해요/있어요].
126_3,3,quedar,pres,Ahora ellos ___.,quedan,,quedamos|quedan|quedas|quedarían,지금 그들은 [해요/있어요].
127_1,1,quedar,indef,Ayer ellos *quedaron*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그들은 [했어요/있었어요].
127_2,2,quedar,indef,Ayer ellos ___.,quedaron,,,어제 그들은 [했어요/있었어요].
127_3,3,quedar,indef,Ayer ellos ___.,quedaron,,quedé|quedaron|quedé|quedarían,어제 그들은 [했어요/있었어요].
128_1,1,quedar,fut,Mañana yo *quedaré*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 나는 [할 거예요].
128_2,2,quedar,fut,Mañana yo ___.,quedaré,,,내일 나는 [할 거예요].
128_3,3,quedar,fut,Mañana yo ___.,quedaré,,quedarán|quedaremos|quedaré|quedaba,내일 나는 [할 거예요].
129_1,1,llamar,pres,Ahora yo *llamo*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 나는 [해요/있어요].
129_2,2,llamar,pres,Ahora yo ___.,llamo,,,지금 나는 [해요/있어요].
129_3,3,llamar,pres,Ahora yo ___.,llamo,,llamas|llamé|llama|llamo,지금 나는 [해요/있어요].
130_1,1,llamar,indef,Ayer yo *llamé*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 나는 [했어요/있었어요].
130_2,2,llamar,indef,Ayer yo ___.,llamé,,,어제 나는 [했어요/있었어요].
130_3,3,llamar,indef,Ayer yo ___.,llamé,,llamó|llamé|llamamos|llamaba,어제 나는 [했어요/있었어요].
131_1,1,llamar,fut,Mañana tú *llamarás*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 너는 [할 거예요].
131_2,2,llamar,fut,Mañana tú ___.,llamarás,,,내일 너는 [할 거예요].
131_3,3,llamar,fut,Mañana tú ___.,llamarás,,llamaremos|llames|llamaré|llamarás,내일 너는 [할 거예요].
132_1,1,trabajar,pres,ellos *trabajan* en una oficina.,현재,,현재|단순과거|불완료과거|미래|현재완료,그들은 사무실에서 [일해요].
132_2,2,trabajar,pres,ellos ___ en una oficina.,trabajan,,,그들은 사무실에서 [일해요].
132_3,3,trabajar,pres,ellos ___ en una oficina.,trabajan,,han trabajado|trabajamos|trabaja|trabajan,그들은 사무실에서 [일해요].
133_1,1,trabajar,imperf,Antes tú *trabajabas* mucho.,불완료과거,,현재|단순과거|불완료과거|미래|현재완료,예전에 너는 일을 많이 [하곤 했어요].
133_2,2,trabajar,imperf,Antes tú ___ mucho.,trabajabas,,,예전에 너는 일을 많이 [하곤 했어요].
133_3,3,trabajar,imperf,Antes tú ___ mucho.,trabajabas,,trabajaban|trabajabas|trabajarás|trabajaba,예전에 너는 일을 많이 [하곤 했어요].
134_1,1,entrar,pres,Ahora él *entra*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그는 [해요/있어요].
134_2,2,entrar,pres,Ahora él ___.,entra,,,지금 그는 [해요/있어요].
134_3,3,entrar,pres,Ahora él ___.,entra,,entra|entras|entraba|entramos,지금 그는 [해요/있어요].
135_1,1,entrar,indef,Ayer tú *entraste*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 너는 [했어요/있었어요].
135_2,2,entrar,indef,Ayer tú ___.,entraste,,,어제 너는 [했어요/있었어요].
135_3,3,entrar,indef,Ayer tú ___.,entraste,,entramos|entré|entrabas|entraste,어제 너는 [했어요/있었어요].
136_1,1,entrar,fut,Mañana nosotros *entraremos*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 우리는 [할 거예요].
136_2,2,entrar,fut,Mañana nosotros ___.,entraremos,,,내일 우리는 [할 거예요].
136_3,3,entrar,fut,Mañana nosotros ___.,entraremos,,hemos entrado|entraremos|entrarás|entrarás,내일 우리는 [할 거예요].
137_1,1,recordar,pres,Ahora ellos *recuerdan*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그들은 [해요/있어요].
137_2,2,recordar,pres,Ahora ellos ___.,recuerdan,,,지금 그들은 [해요/있어요].
137_3,3,recordar,pres,Ahora ellos ___.,recuerdan,,recuerdo|recuerdo|recordarán|recuerdan,지금 그들은 [해요/있어요].
138_1,1,recordar,indef,Ayer ellos *recordaron*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그들은 [했어요/있었어요].
138_2,2,recordar,indef,Ayer ellos ___.,recordaron,,,어제 그들은 [했어요/있었어요].
138_3,3,recordar,indef,Ayer ellos ___.,recordaron,,recordaron|recordarían|recordaste|recordó,어제 그들은 [했어요/있었어요].
139_1,1,recordar,fut,Mañana ellos *recordarán*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그들은 [할 거예요].
139_2,2,recordar,fut,Mañana ellos ___.,recordarán,,,내일 그들은 [할 거예요].
139_3,3,recordar,fut,Mañana ellos ___.,recordarán,,recordaré|recordaran|recordará|recordarán,내일 그들은 [할 거예요].
140_1,1,escuchar,pres,nosotros *escuchamos* música.,현재,,현재|단순과거|불완료과거|미래|현재완료,우리는 음악을 [들어요].
140_2,2,escuchar,pres,nosotros ___ música.,escuchamos,,,우리는 음악을 [들어요].
140_3,3,escuchar,pres,nosotros ___ música.,escuchamos,,escuchamos|escucháramos|escucha|escuchan,우리는 음악을 [들어요].
141_1,1,escuchar,indef,Ayer tú *escuchaste* la noticia.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 너는 그 소식을 [들었어요].
141_2,2,escuchar,indef,Ayer tú ___ la noticia.,escuchaste,,,어제 너는 그 소식을 [들었어요].
141_3,3,escuchar,indef,Ayer tú ___ la noticia.,escuchaste,,escuchó|escucharon|escuchaste|escuches,어제 너는 그 소식을 [들었어요].
142_1,1,caminar,pres,Ahora él *camina*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그는 [해요/있어요].
142_2,2,caminar,pres,Ahora él ___.,camina,,,지금 그는 [해요/있어요].
142_3,3,caminar,pres,Ahora él ___.,camina,,caminas|camina|ha caminado|camino,지금 그는 [해요/있어요].
143_1,1,caminar,indef,Ayer tú *caminaste*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 너는 [했어요/있었어요].
143_2,2,caminar,indef,Ayer tú ___.,caminaste,,,어제 너는 [했어요/있었어요].
143_3,3,caminar,indef,Ayer tú ___.,caminaste,,caminaras|caminó|caminaste|caminé,어제 너는 [했어요/있었어요].
144_1,1,caminar,fut,Mañana ellos *caminarán*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그들은 [할 거예요].
144_2,2,caminar,fut,Mañana ellos ___.,caminarán,,,내일 그들은 [할 거예요].
144_3,3,caminar,fut,Mañana ellos ___.,caminarán,,caminaré|caminará|caminarán|caminen,내일 그들은 [할 거예요].
145_1,1,viajar,pres,Ahora tú *viajas*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 너는 [해요/있어요].
145_2,2,viajar,pres,Ahora tú ___.,viajas,,,지금 너는 [해요/있어요].
145_3,3,viajar,pres,Ahora tú ___.,viajas,,viajan|viajan|viajas|viajaste,지금 너는 [해요/있어요].
146_1,1,viajar,indef,Ayer nosotros *viajamos*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 우리는 [했어요/있었어요].
146_2,2,viajar,indef,Ayer nosotros ___.,viajamos,,,어제 우리는 [했어요/있었어요].
146_3,3,viajar,indef,Ayer nosotros ___.,viajamos,,viajé|viajamos|viajábamos|viajó,어제 우리는 [했어요/있었어요].
147_1,1,viajar,fut,Mañana yo *viajaré*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 나는 [할 거예요].
147_2,2,viajar,fut,Mañana yo ___.,viajaré,,,내일 나는 [할 거예요].
147_3,3,viajar,fut,Mañana yo ___.,viajaré,,viajará|viajaría|viajarás|viajaré,내일 나는 [할 거예요].
148_1,1,usar,pres,Ahora ellos *usan*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그들은 [해요/있어요].
148_2,2,usar,pres,Ahora ellos ___.,usan,,,지금 그들은 [해요/있어요].
148_3,3,usar,pres,Ahora ellos ___.,usan,,usaban|usan|usamos|usas,지금 그들은 [해요/있어요].
149_1,1,usar,indef,Ayer ellos *usaron*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 그들은 [했어요/있었어요].
149_2,2,usar,indef,Ayer ellos ___.,usaron,,,어제 그들은 [했어요/있었어요].
149_3,3,usar,indef,Ayer ellos ___.,usaron,,usamos|usaron|usé|usarían,어제 그들은 [했어요/있었어요].
150_1,1,usar,fut,Mañana tú *usarás*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 너는 [할 거예요].
150_2,2,usar,fut,Mañana tú ___.,usarás,,,내일 너는 [할 거예요].
150_3,3,usar,fut,Mañana tú ___.,usarás,,usarás|usará|usas|usará,내일 너는 [할 거예요].
151_1,1,cambiar,pres,Ahora él *cambia*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그는 [해요/있어요].
151_2,2,cambiar,pres,Ahora él ___.,cambia,,,지금 그는 [해요/있어요].
151_3,3,cambiar,pres,Ahora él ___.,cambia,,cambias|ha cambiado|cambia|cambian,지금 그는 [해요/있어요].
152_1,1,cambiar,indef,Ayer nosotros *cambiamos*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 우리는 [했어요/있었어요].
152_2,2,cambiar,indef,Ayer nosotros ___.,cambiamos,,,어제 우리는 [했어요/있었어요].
152_3,3,cambiar,indef,Ayer nosotros ___.,cambiamos,,cambiaremos|cambié|cambiamos|cambiaron,어제 우리는 [했어요/있었어요].
153_1,1,cambiar,fut,Mañana ellos *cambiarán*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 그들은 [할 거예요].
153_2,2,cambiar,fut,Mañana ellos ___.,cambiarán,,,내일 그들은 [할 거예요].
153_3,3,cambiar,fut,Mañana ellos ___.,cambiarán,,cambiaban|cambiaremos|cambiaremos|cambiarán,내일 그들은 [할 거예요].
154_1,1,amar,pres,Ahora ellos *aman*.,현재,,현재|단순과거|불완료과거|미래|현재완료,지금 그들은 [해요/있어요].
154_2,2,amar,pres,Ahora ellos ___.,aman,,,지금 그들은 [해요/있어요].
154_3,3,amar,pres,Ahora ellos ___.,aman,,amaban|amamos|aman|amo,지금 그들은 [해요/있어요].
155_1,1,amar,indef,Ayer yo *amé*.,단순과거,,현재|단순과거|불완료과거|미래|현재완료,어제 나는 [했어요/있었어요].
155_2,2,amar,indef,Ayer yo ___.,amé,,,어제 나는 [했어요/있었어요].
155_3,3,amar,indef,Ayer yo ___.,amé,,amaron|amé|amamos|amaba,어제 나는 [했어요/있었어요].
156_1,1,amar,fut,Mañana tú *amarás*.,미래,,현재|단순과거|불완료과거|미래|현재완료,내일 너는 [할 거예요].
156_2,2,amar,fut,Mañana tú ___.,amarás,,,내일 너는 [할 거예요].
156_3,3,amar,fut,Mañana tú ___.,amarás,,amarás|amarías|amaré|amaremos,내일 너는 [할 거예요].
157_1,1,cocinar,pres,él *cocina* la cena.,현재,,현재|단순과거|불완료과거|미래|현재완료,그는 저녁을 [요리해요].
157_2,2,cocinar,pres,él ___ la cena.,cocina,,,그는 저녁을 [요리해요].
